stato,age,height,weight,gp,min,usg_pct,pace,poss,fga_pg,drives,dist_miles,avg_speed,pull_up_fga,avg_sec_per_touch,avg_drib_per_touch,post_touches,paint_touches
infortunato,27.0,84,250,55,17.6,0.176,104.7,2119,5.8,0.4,1.32,4.16,0.1,1.52,0.52,0.8,5.4
infortunato,27.0,84,250,55,17.6,0.176,104.7,2119,5.8,0.4,1.32,4.16,0.1,1.52,0.52,0.8,5.4
infortunato,28.0,79,210,7,12.4,0.145,104.59,189,4.1,0.9,0.99,4.4,0.3,1.76,0.87,0.1,1.4
infortunato,27.0,82,253,62,34.4,0.284,102.47,4556,17.7,3.6,2.28,3.73,3.6,2.34,1.11,8.8,7.4
infortunato,27.0,82,253,62,34.4,0.284,102.47,4556,17.7,3.6,2.28,3.73,3.6,2.34,1.11,8.8,7.4
infortunato,27.0,82,253,62,34.4,0.284,102.47,4556,17.7,3.6,2.28,3.73,3.6,2.34,1.11,8.8,7.4
infortunato,22.0,81,255,72,33.6,0.212,98.36,4952,11.0,4.4,2.41,4.02,1.1,2.73,1.46,3.2,7.9
infortunato,31.0,81,250,18,28.5,0.277,98.24,1049,13.9,6.2,1.86,3.68,4.1,2.74,1.93,4.1,2.3
infortunato,31.0,81,250,18,28.5,0.277,98.24,1049,13.9,6.2,1.86,3.68,4.1,2.74,1.93,4.1,2.3
infortunato,31.0,80,226,63,33.1,0.252,99.45,4328,14.8,9.1,2.42,4.11,4.1,2.54,1.89,1.0,0.9
infortunato,22.0,79,190,62,33.9,0.275,105.01,4609,17.7,12.7,2.55,4.23,5.8,3.44,2.52,1.2,1.7
infortunato,22.0,79,190,62,33.9,0.275,105.01,4609,17.7,12.7,2.55,4.23,5.8,3.44,2.52,1.2,1.7
infortunato,22.0,79,190,62,33.9,0.275,105.01,4609,17.7,12.7,2.55,4.23,5.8,3.44,2.52,1.2,1.7
infortunato,28.0,74,182,25,18.5,0.207,98.8,953,6.7,4.8,1.38,4.15,3.3,4.72,4.73,0.0,0.2
infortunato,28.0,74,182,25,18.5,0.207,98.8,953,6.7,4.8,1.38,4.15,3.3,4.72,4.73,0.0,0.2
infortunato,28.0,74,182,25,18.5,0.207,98.8,953,6.7,4.8,1.38,4.15,3.3,4.72,4.73,0.0,0.2
infortunato,23.0,76,202,58,28.2,0.159,98.0,3339,7.7,8.5,2.16,4.29,0.5,4.53,4.12,0.1,2.2
infortunato,24.0,81,218,30,8.1,0.17,108.49,550,3.0,0.6,0.63,4.49,0.3,1.55,0.63,0.2,1.6
infortunato,24.0,81,218,30,8.1,0.17,108.49,550,3.0,0.6,0.63,4.49,0.3,1.55,0.63,0.2,1.6
infortunato,28.0,75,190,70,36.5,0.257,101.47,5398,19.4,10.6,2.78,4.3,9.8,4.64,4.08,0.0,0.9
infortunato,20.0,80,218,58,26.7,0.185,105.58,3398,9.6,5.0,2.11,4.38,2.4,2.82,2.12,0.0,0.8
infortunato,24.0,82,214,62,21.4,0.223,99.54,2753,8.2,2.3,1.6,4.15,0.6,1.9,0.72,1.1,4.6
infortunato,24.0,76,193,45,32.3,0.305,104.75,3171,18.8,9.0,2.37,4.13,10.8,4.3,3.73,0.3,0.8
infortunato,32.0,71,183,57,24.9,0.184,99.57,2961,8.1,9.3,1.83,4.12,3.6,6.31,6.71,0.0,0.4
infortunato,24.0,82,231,37,9.8,0.175,107.13,812,3.6,0.6,0.74,4.36,0.6,1.86,0.71,0.2,1.0
infortunato,28.0,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,1.74,4.07,0.1,1.53,0.39,0.2,5.6
infortunato,28.0,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,1.74,4.07,0.1,1.53,0.39,0.2,5.6
infortunato,28.0,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,1.74,4.07,0.1,1.53,0.39,0.2,5.6
infortunato,31.0,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,2.07,3.9,3.6,2.37,1.1,3.2,1.5
infortunato,31.0,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,2.07,3.9,3.6,2.37,1.1,3.2,1.5
infortunato,31.0,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,2.07,3.9,3.6,2.37,1.1,3.2,1.5
infortunato,26.0,82,225,66,24.7,0.174,102.6,3476,8.2,2.0,1.89,4.34,0.5,1.5,0.5,1.5,4.1
infortunato,27.0,82,225,54,29.3,0.183,105.96,3493,11.3,1.9,2.19,4.3,1.9,1.63,0.8,0.1,1.2
infortunato,22.0,75,185,51,32.0,0.29,102.19,3487,16.0,18.3,2.43,4.23,5.5,5.26,4.89,0.1,0.9
infortunato,22.0,79,225,63,32.0,0.173,103.96,4362,10.8,6.2,2.46,4.29,2.5,2.29,1.51,0.3,1.2
infortunato,23.0,81,228,12,6.0,0.091,105.19,157,1.1,0.2,0.48,4.43,0.0,1.61,0.58,0.0,0.8
infortunato,21.0,83,250,38,32.5,0.231,101.95,2623,14.9,0.5,2.31,3.98,0.8,1.66,0.37,6.2,13.9
infortunato,21.0,83,250,38,32.5,0.231,101.95,2623,14.9,0.5,2.31,3.98,0.8,1.66,0.37,6.2,13.9
infortunato,21.0,83,250,38,32.5,0.231,101.95,2623,14.9,0.5,2.31,3.98,0.8,1.66,0.37,6.2,13.9
infortunato,21.0,83,250,38,32.5,0.231,101.95,2623,14.9,0.5,2.31,3.98,0.8,1.66,0.37,6.2,13.9
infortunato,28.0,81,265,51,24.4,0.135,104.39,2703,6.6,0.2,1.8,4.19,0.1,1.34,0.28,1.0,7.3
infortunato,28.0,81,265,51,24.4,0.135,104.39,2703,6.6,0.2,1.8,4.19,0.1,1.34,0.28,1.0,7.3
infortunato,31.0,74,200,50,26.0,0.303,101.76,2755,15.1,17.6,1.96,4.22,6.0,5.85,5.48,0.0,0.6
infortunato,31.0,74,200,50,26.0,0.303,101.76,2755,15.1,17.6,1.96,4.22,6.0,5.85,5.48,0.0,0.6
infortunato,25.0,73,195,63,35.1,0.243,97.32,4491,15.3,10.6,2.57,4.11,8.3,5.4,4.97,0.0,0.5
infortunato,23.0,82,235,6,4.7,0.257,108.8,64,2.3,0.7,0.38,4.43,0.0,2.26,0.98,0.2,1.3
infortunato,23.0,82,235,6,4.7,0.257,108.8,64,2.3,0.7,0.38,4.43,0.0,2.26,0.98,0.2,1.3
infortunato,24.0,83,240,62,34.8,0.229,99.02,4464,13.7,2.4,2.53,4.08,0.4,1.83,0.78,6.1,8.4
infortunato,23.0,76,203,66,23.0,0.168,107.06,3388,7.7,3.4,1.82,4.44,1.7,2.65,1.9,0.0,1.6
infortunato,28.0,79,225,69,19.9,0.186,102.43,2933,7.9,2.1,1.58,4.56,1.2,1.33,0.51,0.0,1.1
infortunato,22.0,84,249,16,17.8,0.18,103.13,608,5.8,1.4,1.4,4.18,0.0,1.35,0.35,0.9,2.8
infortunato,30.0,78,230,43,28.4,0.156,102.94,2618,7.3,3.7,1.96,3.91,1.0,2.64,1.82,2.8,1.6
infortunato,24.0,78,221,39,17.6,0.189,99.14,1412,6.3,4.9,1.28,4.06,1.9,2.53,1.72,0.2,0.4
infortunato,34.0,82,265,69,18.9,0.146,99.5,2707,4.0,0.1,1.34,3.98,0.0,1.41,0.38,0.8,6.0
infortunato,24.0,76,196,31,14.4,0.167,103.08,958,4.6,3.9,1.13,4.37,0.5,2.8,2.09,0.0,0.5
infortunato,24.0,75,200,54,15.7,0.218,103.02,1820,6.1,8.3,1.24,4.42,2.5,4.49,4.02,0.2,0.3
infortunato,24.0,75,200,54,15.7,0.218,103.02,1820,6.1,8.3,1.24,4.42,2.5,4.49,4.02,0.2,0.3
infortunato,30.0,73,214,61,27.0,0.233,108.1,3706,11.5,11.8,2.06,4.32,3.9,4.49,4.01,0.3,1.2
infortunato,31.0,75,215,36,28.2,0.215,107.46,2272,12.9,6.5,1.86,3.69,2.8,2.66,2.09,0.3,0.4
infortunato,31.0,75,215,36,28.2,0.215,107.46,2272,12.9,6.5,1.86,3.69,2.8,2.66,2.09,0.3,0.4
infortunato,31.0,75,215,36,28.2,0.215,107.46,2272,12.9,6.5,1.86,3.69,2.8,2.66,2.09,0.3,0.4
infortunato,33.0,81,235,63,15.7,0.158,107.93,2212,5.0,0.5,1.2,4.32,0.7,1.39,0.43,0.3,2.3
infortunato,27.0,84,240,39,19.9,0.204,104.5,1696,7.9,1.8,1.47,4.21,0.4,1.53,0.51,1.3,3.5
infortunato,22.0,79,202,72,21.7,0.177,102.27,3322,7.8,2.2,1.69,4.35,2.3,2.08,1.52,0.0,0.6
infortunato,24.0,75,200,9,9.2,0.196,102.3,175,4.1,0.9,0.55,4.25,1.0,4.19,3.27,0.0,0.3
infortunato,34.0,77,195,62,27.9,0.162,102.83,3710,9.5,2.9,2.03,4.18,3.0,2.69,2.01,0.1,0.6
infortunato,26.0,78,222,62,28.8,0.16,101.35,3771,9.5,2.9,2.3,4.49,2.5,1.9,1.12,0.1,2.4
infortunato,26.0,78,222,62,28.8,0.16,101.35,3771,9.5,2.9,2.3,4.49,2.5,1.9,1.12,0.1,2.4
infortunato,34.0,75,190,59,28.2,0.248,100.66,3507,12.3,10.8,2.1,4.14,4.6,5.01,4.54,0.3,1.2
infortunato,34.0,75,190,59,28.2,0.248,100.66,3507,12.3,10.8,2.1,4.14,4.6,5.01,4.54,0.3,1.2
infortunato,24.0,76,198,38,18.9,0.171,105.52,1579,6.6,4.3,1.48,4.34,1.6,2.46,1.57,0.0,0.2
infortunato,31.0,84,265,67,30.0,0.192,101.09,4228,10.5,0.5,2.06,3.88,0.5,1.7,0.39,2.7,9.1
infortunato,36.0,70,180,29,15.5,0.245,99.7,931,7.1,6.1,1.15,4.17,3.5,5.02,5.21,0.0,0.1
infortunato,29.0,78,235,65,28.8,0.152,103.18,4024,8.7,1.3,2.1,4.1,2.1,1.8,0.93,0.3,1.1
infortunato,29.0,78,235,65,28.8,0.152,103.18,4024,8.7,1.3,2.1,4.1,2.1,1.8,0.93,0.3,1.1
infortunato,29.0,78,235,65,28.8,0.152,103.18,4024,8.7,1.3,2.1,4.1,2.1,1.8,0.93,0.3,1.1
infortunato,24.0,82,270,30,15.6,0.195,103.21,1004,5.4,1.3,1.17,4.21,0.3,2.03,0.95,2.9,3.9
infortunato,24.0,82,270,30,15.6,0.195,103.21,1004,5.4,1.3,1.17,4.21,0.3,2.03,0.95,2.9,3.9
infortunato,24.0,82,270,30,15.6,0.195,103.21,1004,5.4,1.3,1.17,4.21,0.3,2.03,0.95,2.9,3.9
infortunato,23.0,76,215,59,32.3,0.248,97.48,3882,15.2,9.7,2.44,4.25,8.1,4.65,4.14,0.4,1.6
infortunato,20.0,83,242,57,28.5,0.238,104.4,3522,13.2,3.9,2.16,4.27,0.9,1.78,0.88,3.0,3.9
infortunato,22.0,83,243,70,26.5,0.148,101.55,3922,6.6,0.3,1.9,4.05,0.0,1.35,0.31,0.2,8.7
infortunato,23.0,78,223,57,33.9,0.245,99.75,3997,15.6,8.5,2.48,4.11,4.1,2.65,1.93,1.1,2.2
infortunato,23.0,78,223,57,33.9,0.245,99.75,3997,15.6,8.5,2.48,4.11,4.1,2.65,1.93,1.1,2.2
infortunato,22.0,80,210,66,34.3,0.28,100.63,4746,18.6,10.8,2.45,4.01,8.4,3.01,2.1,1.5,2.0
infortunato,22.0,80,210,66,34.3,0.28,100.63,4746,18.6,10.8,2.45,4.01,8.4,3.01,2.1,1.5,2.0
infortunato,26.0,80,210,71,26.6,0.177,99.03,3901,8.9,3.2,1.94,4.06,1.1,1.75,0.71,1.3,2.8
infortunato,26.0,80,210,71,26.6,0.177,99.03,3901,8.9,3.2,1.94,4.06,1.1,1.75,0.71,1.3,2.8
infortunato,28.0,77,180,46,28.1,0.195,99.33,2683,10.4,5.9,2.08,4.16,4.7,2.95,1.92,0.1,0.9
infortunato,30.0,79,230,58,33.8,0.246,98.25,4032,13.1,15.5,2.53,4.2,4.5,4.51,3.52,3.1,4.3
infortunato,28.0,78,220,69,30.8,0.179,102.23,4543,11.4,6.5,2.41,4.46,2.2,1.8,0.99,0.1,1.3
infortunato,26.0,84,280,51,29.5,0.315,102.07,3201,15.7,2.4,2.0,3.77,3.6,2.24,0.89,9.8,6.7
infortunato,26.0,84,280,51,29.5,0.315,102.07,3201,15.7,2.4,2.0,3.77,3.6,2.24,0.89,9.8,6.7
infortunato,29.0,81,219,40,15.0,0.16,100.77,1255,4.3,0.2,1.06,3.96,0.0,1.6,0.41,0.4,4.4
infortunato,29.0,81,219,40,15.0,0.16,100.77,1255,4.3,0.2,1.06,3.96,0.0,1.6,0.41,0.4,4.4
infortunato,22.0,83,230,34,28.8,0.181,99.83,2040,9.8,2.9,2.2,4.33,2.2,1.59,0.65,0.9,3.2
infortunato,22.0,83,230,34,28.8,0.181,99.83,2040,9.8,2.9,2.2,4.33,2.2,1.59,0.65,0.9,3.2
infortunato,22.0,75,180,10,5.3,0.171,98.21,110,2.0,0.5,0.36,4.3,0.7,3.25,2.14,0.0,0.1
infortunato,21.0,76,194,57,22.3,0.2,103.47,2759,8.8,4.6,1.63,4.07,3.3,3.03,2.34,0.0,0.2
infortunato,21.0,76,213,62,25.0,0.148,105.88,3413,6.4,4.6,1.9,4.27,0.6,2.23,1.53,0.0,2.0
infortunato,23.0,79,232,21,6.4,0.101,105.13,292,1.2,0.1,0.48,4.23,0.0,1.28,0.4,0.0,1.0
infortunato,27.0,73,200,10,11.7,0.191,103.34,254,4.4,4.9,0.9,4.28,2.0,4.91,4.76,0.0,0.1
infortunato,30.0,72,184,56,31.1,0.268,100.23,3634,15.9,10.9,2.33,4.21,8.5,5.0,4.59,0.0,0.7
infortunato,30.0,72,184,56,31.1,0.268,100.23,3634,15.9,10.9,2.33,4.21,8.5,5.0,4.59,0.0,0.7
infortunato,30.0,72,184,56,31.1,0.268,100.23,3634,15.9,10.9,2.33,4.21,8.5,5.0,4.59,0.0,0.7
infortunato,30.0,72,184,56,31.1,0.268,100.23,3634,15.9,10.9,2.33,4.21,8.5,5.0,4.59,0.0,0.7
infortunato,25.0,78,210,39,21.3,0.087,103.37,1788,3.8,1.4,1.7,4.5,0.3,1.53,0.84,0.0,1.6
infortunato,24.0,87,240,57,31.8,0.263,101.54,3839,16.4,3.7,2.19,3.9,2.9,1.58,0.5,3.4,4.5
infortunato,24.0,87,240,57,31.8,0.263,101.54,3839,16.4,3.7,2.19,3.9,2.9,1.58,0.5,3.4,4.5
infortunato,23.0,73,187,45,22.6,0.168,101.63,2153,7.1,5.3,1.81,4.52,3.1,4.09,3.97,0.1,0.5
infortunato,24.0,80,221,61,25.0,0.221,103.35,3295,11.0,4.3,1.9,4.23,2.8,2.56,1.64,1.0,1.7
infortunato,34.0,72,196,58,36.2,0.225,102.29,4475,13.8,9.6,2.47,3.81,5.8,4.09,3.37,0.1,0.7
infortunato,23.0,76,190,53,27.4,0.132,103.11,3114,7.4,2.2,2.23,4.54,1.5,2.34,1.74,0.0,0.3
infortunato,27.0,79,245,56,26.3,0.15,99.92,3064,7.7,1.2,1.91,4.06,0.6,2.06,0.93,1.4,5.8
infortunato,27.0,79,245,56,26.3,0.15,99.92,3064,7.7,1.2,1.91,4.06,0.6,2.06,0.93,1.4,5.8
infortunato,21.0,79,230,61,33.6,0.355,101.24,4328,20.6,20.7,2.38,4.0,9.0,5.56,5.12,1.2,1.7
infortunato,21.0,79,230,61,33.6,0.355,101.24,4328,20.6,20.7,2.38,4.0,9.0,5.56,5.12,1.2,1.7
infortunato,27.0,77,229,54,30.9,0.249,98.85,3436,13.8,14.2,2.23,4.06,6.7,5.29,5.43,0.3,1.0
infortunato,25.0,80,220,53,16.4,0.135,104.33,1895,4.1,1.7,1.22,4.18,1.0,3.0,1.91,0.1,0.7
infortunato,25.0,80,220,53,16.4,0.135,104.33,1895,4.1,1.7,1.22,4.18,1.0,3.0,1.91,0.1,0.7
infortunato,34.0,80,237,58,19.5,0.12,101.7,2386,4.6,0.9,1.38,4.08,0.6,1.28,0.43,1.2,1.1
infortunato,28.0,84,260,51,20.3,0.121,98.17,2106,4.6,0.7,1.38,3.86,0.5,1.75,0.34,0.6,1.8
infortunato,32.0,73,175,47,29.0,0.223,100.61,2864,12.1,12.7,2.2,4.25,5.5,4.58,4.14,0.0,0.5
infortunato,32.0,73,175,47,29.0,0.223,100.61,2864,12.1,12.7,2.2,4.25,5.5,4.58,4.14,0.0,0.5
infortunato,31.0,79,237,68,17.8,0.132,101.84,2559,5.1,0.5,1.34,4.27,0.4,1.46,0.41,0.5,1.4
infortunato,22.0,84,231,62,14.2,0.163,99.81,1832,4.6,0.0,1.03,4.11,0.2,1.52,0.39,0.3,3.6
infortunato,23.0,83,245,45,18.6,0.179,107.45,1865,5.9,1.2,1.46,4.37,0.1,1.53,0.52,0.6,3.6
infortunato,23.0,83,245,45,18.6,0.179,107.45,1865,5.9,1.2,1.46,4.37,0.1,1.53,0.52,0.6,3.6
infortunato,24.0,83,250,62,29.4,0.18,98.47,3736,9.5,1.2,2.12,4.07,1.1,1.46,0.51,2.2,3.4
infortunato,20.0,77,220,48,11.9,0.131,104.18,1236,3.1,1.0,0.94,4.47,0.2,1.72,0.7,0.1,1.2
infortunato,26.0,75,218,5,9.4,0.177,101.43,99,3.4,3.4,0.64,4.01,2.0,5.28,5.23,0.0,0.0
infortunato,26.0,75,218,5,9.4,0.177,101.43,99,3.4,3.4,0.64,4.01,2.0,5.28,5.23,0.0,0.0
infortunato,26.0,82,220,61,18.5,0.148,99.92,2344,4.4,0.3,1.4,4.2,0.3,1.53,0.38,0.1,5.3
infortunato,26.0,82,220,61,18.5,0.148,99.92,2344,4.4,0.3,1.4,4.2,0.3,1.53,0.38,0.1,5.3
infortunato,25.0,74,190,10,5.0,0.161,105.05,108,1.6,0.5,0.34,4.13,0.3,4.31,4.12,0.0,0.1
infortunato,22.0,80,245,49,18.1,0.177,102.39,1898,6.0,1.2,1.33,4.19,0.2,1.72,0.55,2.5,2.6
infortunato,22.0,79,210,19,7.1,0.145,100.75,284,1.9,0.6,0.54,4.19,0.1,1.72,0.62,0.0,1.0
infortunato,35.0,79,257,51,24.3,0.197,97.82,2522,8.6,2.7,1.74,4.04,1.4,2.24,1.17,2.2,4.2
infortunato,20.0,78,214,56,30.4,0.234,100.72,3577,13.0,9.8,2.31,4.26,2.4,3.39,2.74,0.8,1.7
infortunato,28.0,76,205,56,15.6,0.101,106.69,1927,3.2,1.5,1.21,4.41,0.3,2.05,1.36,0.0,0.8
infortunato,20.0,76,216,32,11.6,0.113,102.2,786,2.5,1.3,0.89,4.32,0.1,2.27,1.4,0.1,0.6
infortunato,20.0,76,216,32,11.6,0.113,102.2,786,2.5,1.3,0.89,4.32,0.1,2.27,1.4,0.1,0.6
infortunato,25.0,78,217,60,18.7,0.164,101.96,2373,5.5,2.4,1.5,4.4,0.5,2.09,1.17,1.8,4.6
infortunato,29.0,78,215,17,10.6,0.155,103.4,388,3.5,0.6,0.88,4.41,0.3,1.4,0.49,0.0,0.4
infortunato,30.0,84,235,55,27.0,0.236,102.04,3154,12.2,1.4,1.86,3.88,0.7,1.5,0.37,1.6,6.2
infortunato,30.0,84,235,55,27.0,0.236,102.04,3154,12.2,1.4,1.86,3.88,0.7,1.5,0.37,1.6,6.2
infortunato,29.0,74,185,64,24.6,0.176,101.17,3342,9.0,4.2,1.76,4.06,3.2,3.16,2.5,0.0,0.3
infortunato,29.0,74,185,64,24.6,0.176,101.17,3342,9.0,4.2,1.76,4.06,3.2,3.16,2.5,0.0,0.3
infortunato,23.0,77,205,40,20.1,0.186,100.19,1678,6.9,5.1,1.52,4.26,1.8,4.54,4.08,0.0,0.6
infortunato,26.0,83,265,63,26.7,0.168,100.64,3520,7.6,0.7,1.92,4.03,0.2,1.82,0.41,3.9,10.3
infortunato,29.0,78,206,69,27.4,0.216,100.51,3969,12.3,2.0,2.05,4.22,4.1,2.27,1.26,0.0,0.4
infortunato,26.0,73,190,63,34.4,0.232,96.62,4354,14.9,10.2,2.58,4.25,5.9,4.21,3.64,0.0,0.8
infortunato,23.0,84,221,60,12.9,0.16,98.52,1586,3.2,0.4,1.02,4.39,0.2,1.63,0.43,0.3,2.5
infortunato,21.0,73,180,60,35.3,0.339,105.18,4645,20.8,19.8,2.62,4.14,11.4,6.27,6.03,0.0,0.6
infortunato,22.0,77,195,31,10.6,0.17,103.08,700,3.6,3.1,0.8,4.24,1.1,4.41,4.2,0.0,0.4
infortunato,28.0,75,186,39,18.2,0.177,105.09,1546,6.4,2.9,1.42,4.35,1.8,3.42,3.04,0.2,0.7
infortunato,28.0,76,213,19,27.8,0.259,101.47,1120,12.9,8.8,2.11,4.28,6.7,3.81,3.24,0.0,0.6
infortunato,28.0,76,213,19,27.8,0.259,101.47,1120,12.9,8.8,2.11,4.28,6.7,3.81,3.24,0.0,0.6
infortunato,28.0,76,213,19,27.8,0.259,101.47,1120,12.9,8.8,2.11,4.28,6.7,3.81,3.24,0.0,0.6
infortunato,19.0,78,284,24,27.8,0.291,107.01,1483,15.0,5.0,2.14,4.39,0.4,1.86,1.12,6.9,8.9
infortunato,23.0,81,220,78,33.8,0.213,99.28,5456,13.4,6.1,2.56,4.28,3.4,2.62,1.76,2.9,4.3
infortunato,23.0,81,220,78,33.8,0.213,99.28,5456,13.4,6.1,2.56,4.28,3.4,2.62,1.76,2.9,4.3
infortunato,33.0,82,245,68,29.0,0.188,100.82,4146,10.6,1.6,2.04,3.98,0.7,1.78,0.76,3.7,5.2
infortunato,33.0,82,245,68,29.0,0.188,100.82,4146,10.6,1.6,2.04,3.98,0.7,1.78,0.76,3.7,5.2
infortunato,33.0,82,245,68,29.0,0.188,100.82,4146,10.6,1.6,2.04,3.98,0.7,1.78,0.76,3.7,5.2
infortunato,33.0,82,245,68,29.0,0.188,100.82,4146,10.6,1.6,2.04,3.98,0.7,1.78,0.76,3.7,5.2
infortunato,33.0,82,245,68,29.0,0.188,100.82,4146,10.6,1.6,2.04,3.98,0.7,1.78,0.76,3.7,5.2
infortunato,32.0,82,260,51,16.1,0.147,102.92,1757,4.4,0.0,1.15,4.02,0.0,1.32,0.28,0.6,3.8
infortunato,32.0,82,260,51,16.1,0.147,102.92,1757,4.4,0.0,1.15,4.02,0.0,1.32,0.28,0.6,3.8
infortunato,32.0,82,260,51,16.1,0.147,102.92,1757,4.4,0.0,1.15,4.02,0.0,1.32,0.28,0.6,3.8
infortunato,32.0,82,260,51,16.1,0.147,102.92,1757,4.4,0.0,1.15,4.02,0.0,1.32,0.28,0.6,3.8
infortunato,28.0,74,180,63,30.2,0.16,101.13,4005,9.7,3.3,2.33,4.32,3.7,2.35,1.96,0.0,1.4
infortunato,30.0,82,250,75,35.0,0.296,98.63,5394,17.9,8.0,2.29,3.71,5.2,3.26,2.38,8.4,2.8
infortunato,30.0,82,250,75,35.0,0.296,98.63,5394,17.9,8.0,2.29,3.71,5.2,3.26,2.38,8.4,2.8
infortunato,24.0,83,250,50,26.0,0.241,101.85,2760,12.6,2.4,1.89,4.09,1.3,1.77,0.84,3.7,4.3
infortunato,26.0,78,205,70,27.8,0.22,103.07,4184,12.3,8.0,2.14,4.31,4.6,3.3,2.55,0.8,1.3
infortunato,21.0,81,190,52,33.9,0.227,104.41,3828,14.0,10.1,2.6,4.31,4.7,3.82,2.82,1.8,2.5
infortunato,27.0,75,195,39,18.9,0.178,99.38,1522,6.7,4.3,1.35,4.23,3.0,4.26,4.23,0.0,0.3
infortunato,27.0,75,195,39,18.9,0.178,99.38,1522,6.7,4.3,1.35,4.23,3.0,4.26,4.23,0.0,0.3
infortunato,22.0,77,202,74,19.6,0.113,99.08,2980,4.2,2.9,1.53,4.46,0.3,2.48,1.64,0.0,1.5
infortunato,27.0,75,190,70,33.9,0.248,101.22,5020,17.8,9.4,2.67,4.42,8.9,3.81,3.42,0.1,0.9
infortunato,27.0,75,190,70,33.9,0.248,101.22,5020,17.8,9.4,2.67,4.42,8.9,3.81,3.42,0.1,0.9
infortunato,24.0,80,215,76,32.2,0.182,98.05,4992,11.1,6.1,2.33,4.13,3.1,2.9,1.96,0.7,0.9
infortunato,22.0,81,220,64,14.0,0.155,107.19,2003,4.2,0.1,1.11,4.44,0.3,1.34,0.35,0.5,3.8
infortunato,23.0,82,214,21,11.9,0.247,108.35,565,5.6,1.3,0.9,4.31,0.5,1.88,0.73,1.5,2.9
infortunato,26.0,82,265,60,12.4,0.138,101.48,1576,3.0,0.3,0.94,4.26,0.1,1.71,0.47,0.4,3.1
infortunato,31.0,72,183,81,28.0,0.169,98.88,4683,8.4,10.2,2.05,4.17,3.0,6.21,6.7,0.0,0.6
infortunato,28.0,75,195,80,35.5,0.281,101.18,5984,19.2,13.3,2.52,3.99,9.4,5.7,5.23,0.1,1.0
infortunato,30.0,82,225,68,30.3,0.237,101.56,4360,13.0,5.9,2.2,4.08,3.7,2.68,1.35,3.0,2.4
infortunato,30.0,82,225,68,30.3,0.237,101.56,4360,13.0,5.9,2.2,4.08,3.7,2.68,1.35,3.0,2.4
infortunato,30.0,82,225,68,30.3,0.237,101.56,4360,13.0,5.9,2.2,4.08,3.7,2.68,1.35,3.0,2.4
infortunato,23.0,78,190,42,15.8,0.207,103.08,1427,5.7,7.9,1.31,4.62,0.4,4.51,3.99,0.0,0.6
infortunato,29.0,80,225,69,25.5,0.131,104.82,3850,7.0,2.6,1.8,3.96,1.9,1.94,1.01,0.0,0.2
infortunato,26.0,76,219,51,19.3,0.141,98.51,2020,5.1,2.5,1.44,4.28,0.3,2.29,1.46,0.3,1.6
infortunato,26.0,76,219,51,19.3,0.141,98.51,2020,5.1,2.5,1.44,4.28,0.3,2.29,1.46,0.3,1.6
infortunato,26.0,76,219,51,19.3,0.141,98.51,2020,5.1,2.5,1.44,4.28,0.3,2.29,1.46,0.3,1.6
infortunato,21.0,76,200,50,19.7,0.147,102.18,2093,5.1,4.9,1.55,4.42,1.4,4.05,3.44,0.0,0.8
infortunato,29.0,79,220,77,34.9,0.277,98.32,5510,17.1,18.7,2.56,4.18,8.2,5.1,4.65,2.4,1.1
infortunato,32.0,80,215,67,25.4,0.181,102.98,3644,8.6,3.6,1.84,4.04,1.2,2.13,1.27,0.1,1.1
infortunato,32.0,80,215,67,25.4,0.181,102.98,3644,8.6,3.6,1.84,4.04,1.2,2.13,1.27,0.1,1.1
infortunato,21.0,75,195,53,28.5,0.242,101.3,3191,12.3,12.0,2.15,4.24,4.6,4.66,4.27,0.2,0.9
infortunato,21.0,75,195,53,28.5,0.242,101.3,3191,12.3,12.0,2.15,4.24,4.6,4.66,4.27,0.2,0.9
infortunato,21.0,75,195,53,28.5,0.242,101.3,3191,12.3,12.0,2.15,4.24,4.6,4.66,4.27,0.2,0.9
infortunato,27.0,82,265,76,23.2,0.188,102.36,3773,8.1,0.3,1.78,4.34,0.1,1.29,0.3,1.1,8.4
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,30.0,75,200,51,27.3,0.261,103.61,3012,14.8,12.0,2.05,4.18,6.3,4.92,4.55,0.1,0.9
infortunato,29.0,84,245,64,25.1,0.166,103.89,3469,8.2,0.8,1.88,4.19,0.3,1.53,0.44,0.7,5.3
